,company,loc_country,rating
1260,iQ Chocolate,Scotland,2.75
1261,iQ Chocolate,Scotland,3.0
1262,Isidro,U.S.A.,3.5
1263,Isidro,U.S.A.,2.25
1264,Isidro,U.S.A.,3.25
1266,Islands Chocolate,St.Vincent-Grenadines,2.75
1267,Izard,U.S.A.,3.5
1268,Izard,U.S.A.,2.75
1269,Jacque Torres,U.S.A.,2.0
1270,Jean Marie Auboine,U.S.A.,3.25
1271,Johnny Iuzzini,U.S.A.,3.5
1272,Johnny Iuzzini,U.S.A.,3.0
1277,Johnny Iuzzini,U.S.A.,3.75
1279,Johnny Iuzzini,U.S.A.,3.25
1281,Jordis,Czech Republic,2.75
1283,Kad Kokoa,Thailand,3.5
1284,Kad Kokoa,Thailand,3.0
1286,Kad Kokoa,Thailand,3.75
1287,Kah Kow,Dominican Republic,3.5
1288,Kah Kow,Dominican Republic,3.0
1289,Kah Kow,Dominican Republic,3.25
1291,Kah Kow,U.S.A.,3.75
1294,Kah Kow,U.S.A.,3.25
1295,Kah Kow - USA,Dominican Republic,3.5
1296,Kah Kow - USA,Dominican Republic,3.0
1297,Kah Kow - USA,Dominican Republic,3.75
1298,Kah Kow - USA,U.S.A.,3.0
1299,Kah Kow - USA,U.S.A.,3.75
1300,Kah Kow - USA,U.S.A.,3.5
1301,Kah Kow - USA,U.S.A.,4.0
1303,Kaitxo,Spain,3.25
1304,Kaitxo,Spain,3.0
1306,Kakao,Germany,3.75
1307,Kakao,Germany,2.5
1308,Kallari (Ecuatoriana),Ecuador,3.0
1309,Kallari (Ecuatoriana),Ecuador,3.5
1310,Kallari (Ecuatoriana),Ecuador,2.75
1311,Kallari (Ecuatoriana),Ecuador,2.5
1316,Kaoka (Cemoi),France,2.75
1318,Kasama,Canada,3.25
1319,Kasama,Canada,3.5
1320,Kerchner,U.S.A.,3.75
1321,Ki' Xocolatl,Mexico,2.0
1322,Kin + Pod,Canada,3.25
1323,Kiskadee,U.S.A.,3.0
1324,Krak,Netherlands,3.0
1326,Krak,Netherlands,3.25
1327,Krak,Netherlands,3.75
1332,Kto,U.S.A.,2.5
1333,Kto,U.S.A.,2.75
1334,Kto,U.S.A.,3.0
1335,Kto,U.S.A.,3.25
1339,K'ul,U.S.A.,3.25
1340,K'ul,U.S.A.,2.75
1341,K'ul,U.S.A.,3.75
1343,Kyya,U.S.A.,2.5
1344,Kyya,U.S.A.,3.0
1347,L.A. Burdick (Felchlin),U.S.A.,3.5
1348,L.A. Burdick (Felchlin),U.S.A.,3.0
1349,L.A. Burdick (Felchlin),U.S.A.,3.25
1350,L.A. Burdick (Felchlin),U.S.A.,3.75
1354,L.A. Burdick (Felchlin),U.S.A.,4.0
1356,La Cascade du Chocolat,U.S.A.,3.0
1357,La Chocolaterie Nanairo,Japan,2.25
1358,La Chocolaterie Nanairo,Japan,2.5
1359,La Chocolaterie Nanairo,Japan,3.0
1361,La Chorena,U.S.A.,3.0
1363,La Chorena,U.S.A.,3.25
1365,La Feverie (Hasnaa),France,3.5
1368,La Maison du Chocolat (Valrhona),France,3.5
1369,La Maison du Chocolat (Valrhona),France,3.25
1371,La Maison du Chocolat (Valrhona),France,3.0
1372,La Maison du Chocolat (Valrhona),France,3.75
1375,La Maison du Chocolat (Valrhona),France,2.75
1378,La Oroquidea,Peru,2.5
1379,La Pepa de Oro,Ecuador,3.25
1380,La Rifa,Mexico,3.5
1381,La Rifa,Mexico,3.0
1383,Laia aka Chat-Noir,France,2.75
1387,Laia aka Chat-Noir,France,3.0
1388,Laia aka Chat-Noir,France,3.25
1390,Laia aka Chat-Noir,France,3.5
1392,Laia aka Chat-Noir,France,3.75
1393,Lajedo do Ouro,Brazil,3.5
1394,Lake Champlain (Callebaut),U.S.A.,2.5
1395,L'Amourette,U.S.A.,3.0
1398,L'Amourette,U.S.A.,3.5
1399,Land,U.K.,3.0
1400,Land,U.K.,3.25
1401,Land,U.K.,3.5
1402,Landmark (Amano),U.S.A.,3.75
1403,Legast,Belgium,3.25
1404,Legast,Belgium,2.75
1405,Legast,Belgium,3.5
1406,Letterpress,U.S.A.,3.5
1407,Letterpress,U.S.A.,3.25
1409,Letterpress,U.S.A.,3.0
1415,Letterpress,U.S.A.,4.0
1416,Letterpress,U.S.A.,3.75
1421,Levy,Finland,3.5
1422,Lilla,Finland,3.0
1423,Lillie Belle,U.S.A.,3.5
1425,Lillie Belle,U.S.A.,3.75
1426,Lillie Belle,U.S.A.,2.75
1427,Lillie Belle,U.S.A.,3.0
1429,Lindt & Sprungli,Switzerland,3.0
1430,Lirio,U.S.A.,2.5
1431,Lirio,U.S.A.,3.0
1433,Loiza,Puerto Rico,2.5
1434,Lonohana,U.S.A.,3.0
1436,Lonohana,U.S.A.,3.5
1437,Lonohana,U.S.A.,3.75
1438,Lonohana,U.S.A.,3.25
1440,Loon,U.S.A.,3.0
1441,Loon,U.S.A.,2.75
1442,Love Bar,U.S.A.,2.0
1443,Love Brown,Taiwan,2.5
1444,Love Brown,Taiwan,3.0
1445,Love Brown,Taiwan,3.25
1446,Love Brown,Taiwan,3.5
1447,Luisa Abram,Brazil,3.25
1448,Luisa Abram,Brazil,3.0
1450,Luisa's Vegan,U.K.,3.25
1451,Luker,Colombia,2.75
1452,Luker,Colombia,3.0
1454,Luker,Colombia,3.5
1455,Lumineux,U.S.A.,3.25
1457,Lumineux,U.S.A.,3.0
1459,Lumineux,U.S.A.,3.5
1460,Machu Picchu Trading Co.,Peru,2.25
1461,Machu Picchu Trading Co.,Peru,1.5
1462,MaDe Atlantic City Chocolate Bar,U.S.A.,2.5
1463,MaDe Atlantic City Chocolate Bar,U.S.A.,2.75
1464,Madecasse (Cinagra),Madagascar,3.5
1465,Madecasse (Cinagra),Madagascar,3.75
1466,Madecasse (Cinagra),Madagascar,4.0
1468,Madhu,U.S.A.,2.5
1469,Madre,U.S.A.,2.75
1470,Madre,U.S.A.,2.5
1472,Madre,U.S.A.,3.25
1474,Madre,U.S.A.,3.5
1480,Maglio,Italy,2.0
1481,Maglio,Italy,3.0
1482,Maglio,Italy,3.25
1483,Maglio,Italy,3.75
1484,Majani,Italy,2.0
1485,Malagasy (Chocolaterie Robert),Madagascar,2.75
1486,Malagasy (Chocolaterie Robert),Madagascar,3.5
1487,Malagos,Philippines,3.5
1488,Malai,Thailand,2.75
1489,Malie Kai (Guittard),U.S.A.,2.75
1490,Malie Kai (Guittard),U.S.A.,3.5
1491,Malmo,Sweden,3.0
1492,Mana,U.S.A.,3.75
1493,Mana,U.S.A.,2.5
1494,Mana,U.S.A.,2.75
1496,Manifesto Cacao,Colombia,2.75
1497,Manoa,U.S.A.,3.25
1498,Manoa,U.S.A.,2.75
1499,Manoa,U.S.A.,3.0
1501,Manoa,U.S.A.,3.75
1502,Manoa,U.S.A.,3.5
1506,Manufaktura Czekolady,Poland,3.25
1507,Manufaktura Czekolady,Poland,3.5
1509,Manufaktura Czekolady,Poland,3.75
1513,Map Chocolate,U.S.A.,3.5
1516,Map Chocolate,U.S.A.,2.75
1520,Map Chocolate,U.S.A.,3.0
1522,Map Chocolate,U.S.A.,3.25
1527,Marana,Peru,2.75
1528,Marana,Peru,3.25
1529,Marana,Peru,3.5
1530,Maribea,U.S.A.,2.75
1532,Maribea,U.S.A.,3.25
1533,Marigold's Finest,Canada,3.25
1534,Markham & Fitz,U.S.A.,2.75
1535,Marou,Vietnam,3.5
1539,Marou,Vietnam,3.0
1542,Marou,Vietnam,3.25
1544,Marou,Vietnam,3.75
1546,Mars,U.S.A.,3.0
1548,Mars,U.S.A.,3.25
1549,Mars,U.S.A.,3.5
1550,Marsatta,U.S.A.,2.25
1551,Marsatta,U.S.A.,2.5
1552,Martin Mayer,Austria,2.75
1553,Martin Mayer,Austria,3.0
1554,Martin Mayer,Austria,3.25
1555,Mast Brothers,U.S.A.,2.75
1556,Mast Brothers,U.S.A.,3.0
1557,Mast Brothers,U.S.A.,3.25
1558,Mast Brothers,U.S.A.,3.5
1566,Mast Brothers,U.S.A.,3.75
1568,Mast Brothers,U.S.A.,2.5
1573,Matale,Australia,3.5
1574,Matale,Australia,4.0
1576,Matale,Australia,3.75
1577,Maui Kuia,U.S.A.,3.5
1578,Maverick,U.S.A.,3.25
1581,Maverick,U.S.A.,3.5
1582,Maverick,U.S.A.,3.0
1585,Mayacama,U.S.A.,3.0
1586,McGuire,Canada,2.5
1587,McGuire,Canada,3.25
1588,Meadowlands,U.S.A.,2.5
1589,Meadowlands,U.S.A.,2.75
1590,Meadowlands,U.S.A.,3.0
1592,Meadowlands,U.S.A.,3.5
1593,Mellow,Denmark,2.5
1594,Mellow,Denmark,2.75
1595,Mellow,Denmark,3.25
1597,Menakao (aka Cinagra),Madagascar,2.5
1599,Mesjokke,Netherlands,2.5
1600,Mesocacao,Honduras,3.25
1601,Mesocacao,Honduras,3.5
1604,Mesocacao,Honduras,2.75
1605,Mesocacao,Honduras,3.0
1606,Mestico,Brazil,2.5
1607,Metiisto,Sweden,3.0
1608,Metiisto,Sweden,3.5
1609,Metiisto,Australia,3.25
1610,Metiisto,Australia,3.75
1611,Metropolitan,Netherlands,3.5
1612,Meybol,Germany,3.5
1613,Meybol,Germany,3.0
1614,Michel Cluizel,France,2.0
1616,Michel Cluizel,France,3.0
1617,Michel Cluizel,France,3.75
1621,Michel Cluizel,France,3.5
1624,Michel Cluizel,France,3.25
1627,Middlebury,U.S.A.,1.5
1628,Middlebury,U.S.A.,2.0
1629,Middlebury,U.S.A.,2.5
1631,Middlebury,U.S.A.,3.25
1632,Middlebury,U.S.A.,3.5
1634,Middlebury,U.S.A.,3.75
1638,Mike & Becky,Belgium,3.0
1639,Mike & Becky,Belgium,3.25
1640,Mike & Becky,Belgium,3.5
1642,Millcreek Cacao Roasters,U.S.A.,3.5
1643,Millcreek Cacao Roasters,U.S.A.,2.5
1644,Millesime,Belgium,3.0
1647,Millesime,Belgium,2.75
1650,Milton,Japan,3.5
1651,Milton,Japan,3.0
1652,Milton,Japan,3.25
1653,Milton,Japan,3.75
1654,Mindo,U.S.A.,2.75
1656,Minimal,Japan,3.5
1657,Mirzam,U.A.E.,3.0
1658,Mirzam,U.A.E.,3.25
1659,Mirzam,U.A.E.,3.5
1661,Mirzam,U.A.E.,3.75
1662,Misina,Czech Republic,3.5
1663,Mission,Brazil,3.5
1664,Mission,Brazil,3.75
1665,Mission,Brazil,3.0
1666,Mita,Colombia,2.5
1667,Moho,U.S.A.,2.75
1668,Moho,U.S.A.,3.25
1669,Moho,U.S.A.,3.0
1670,Moka Origins,U.S.A.,3.0
1671,Moka Origins,U.S.A.,2.5
1672,Moka Origins,U.S.A.,3.5
1674,Moka Origins,U.S.A.,3.75
1675,Moku,U.S.A.,2.75
1676,Moku,U.S.A.,3.25
1677,Molucca,U.S.A.,3.0
1678,Molucca,U.S.A.,2.75
1679,Molucca,U.S.A.,3.25
1680,Momotombo,Nicaragua,2.75
1682,Momotombo,Nicaragua,3.25
1683,Monarque,Canada,3.5
1685,Monsieur Truffe,Australia,3.25
1686,Monsoon,U.S.A.,3.25
1687,Monsoon,U.S.A.,3.75
1688,Monsoon,U.S.A.,3.5
1689,Montecristi,Ecuador,3.25
1690,Montecristi,Ecuador,3.5
1692,MUCHO,Mexico,3.0
1693,Muchomas (Mesocacao),U.S.A.,3.5
1695,Musee du Chocolat Theobroma,Japan,3.5
1696,Mutari,U.S.A.,2.75
1699,Mutari,U.S.A.,3.0
1700,Nahua,Costa Rica,2.5
1701,Nahua,Costa Rica,3.0
1702,Naive,Lithuania,2.5
1703,Naive,Lithuania,3.75
1705,Naive,Lithuania,3.25
1706,Naive,Lithuania,2.75
1707,Naive,Lithuania,3.0
1710,Nanea,U.S.A.,3.5
1711,Nathan Miller,U.S.A.,2.25
1712,Nathan Miller,U.S.A.,2.5
1714,Nathan Miller,U.S.A.,3.5
1715,Nearynogs,Ireland,3.25
1716,Neuhaus (Callebaut),Belgium,2.0
1717,Neuhaus (Callebaut),Belgium,2.75
1718,Neuhaus (Callebaut),Belgium,3.0
1719,Neuhaus (Callebaut),Belgium,1.0
1720,Neuhaus (Callebaut),Belgium,3.75
1721,Neuhaus (Callebaut),Belgium,2.5
1722,Nibble,U.S.A.,2.25
1723,Nibble,U.S.A.,2.75
1724,Nibble,U.S.A.,3.0
1727,Nicolas,Brazil,3.25
1728,Nicolas,Brazil,3.0
1729,Night Owl,U.S.A.,2.75
1730,Night Owl,U.S.A.,3.5
1731,Nikoa,Ecuador,3.75
1732,Nina,Peru,3.0
1733,Ninth (9th) & Larkin,U.S.A.,3.0
1734,Ninth (9th) & Larkin,U.S.A.,2.75
1737,Ninth (9th) & Larkin,U.S.A.,3.25
1738,Noble Bean aka Jerjobo,U.S.A.,3.0
1740,Noble Bean aka Jerjobo,U.S.A.,3.25
1741,Noir d' Ebine,U.S.A.,3.0
1743,Nostalgia,U.S.A.,3.5
1744,Nostalgia,U.S.A.,3.25
1745,Nostalgia,U.S.A.,3.75
1746,Nostalgia,U.S.A.,3.0
1749,Nova Monda,Nicaragua,3.0
1750,Nova Monda,Nicaragua,2.75
1751,Nova Monda,Nicaragua,3.25
1752,Nuance,U.S.A.,3.75
1753,Nuance,U.S.A.,2.75
1754,Nuance,U.S.A.,3.0
1755,Nuance,U.S.A.,3.5
1758,Nuance,U.S.A.,3.25
1759,Nugali,Brazil,3.5
1760,Oakland Chocolate Co.,U.S.A.,2.5
1761,Obolo,Chile,3.75
1763,Ocelot,Scotland,3.75
1764,Ocelot,Scotland,4.0
1765,Ocho,New Zealand,2.75
1766,Ocho,New Zealand,3.0
1767,Ocho,New Zealand,3.25
1768,Ocho,New Zealand,3.5
1771,Odyssey,U.S.A.,3.0
1773,Odyssey,U.S.A.,3.25
1775,Odyssey,U.S.A.,3.75
1783,Odyssey,U.S.A.,3.5
1784,Ohiyo,U.S.A.,2.75
1785,Ohiyo,U.S.A.,3.0
1786,Oialla by Bojessen (Malmo),Germany,3.5
1787,Oialla by Bojessen (Malmo),Germany,3.75
1788,Olive and Sinclair,U.S.A.,2.75
1789,Olive and Sinclair,U.S.A.,3.0
1792,Olivia,Canada,2.0
1793,Olivia,Canada,2.75
1795,Olivia,Canada,3.0
1796,Omanhene,Ghana,2.75
1797,Omnom,Iceland,3.0
1798,Omnom,Iceland,3.5
1799,Omnom,Iceland,3.75
1801,Or Dubh,U.S.A.,3.25
1803,Or Dubh,U.S.A.,3.5
1804,Orfeve,Switzerland,3.25
1805,Orfeve,Switzerland,3.5
1806,Orfeve,Switzerland,2.75
1808,organicfair,Canada,2.75
1811,organicfair,Canada,3.0
1813,organicfair,South Africa,3.0
1814,Original Beans (Felchlin),Switzerland,3.0
1816,Original Beans (Felchlin),Switzerland,3.25
1817,Original Beans (Felchlin),Switzerland,3.75
1818,Original Beans (Felchlin),Switzerland,2.75
1820,Original Hawaiin Chocolate Factory,U.S.A.,3.0
1822,Orquidea,Peru,3.0
1824,Pacari,Ecuador,2.75
1825,Pacari,Ecuador,3.0
1827,Pacari,Ecuador,2.0
1828,Pacari,Ecuador,3.5
1831,Pacari,Ecuador,4.0
1832,Pacari,Ecuador,3.25
1834,Pacari,Ecuador,3.75
1837,Palet D'Or,Japan,3.5
1838,Palet D'Or,Japan,3.25
1839,Palet D'Or,Japan,3.75
1840,Palette de Bine,Canada,2.75
1841,Palette de Bine,Canada,3.75
1843,Palette de Bine,Canada,3.5
1845,Palette de Bine,Canada,3.25
1850,Palette de Bine,Canada,3.0
1855,Pangea,Spain,3.0
1856,Pangea,Spain,3.25
1859,Pangea,Spain,3.5
1860,Pangea,Spain,2.75
1862,Park 75,U.S.A.,3.5
1863,Parliament,U.S.A.,3.0
1864,Parliament,U.S.A.,3.5
1866,Parliament,U.S.A.,3.25
1867,Parre Chocolat,U.S.A.,2.75
1869,Parre Chocolat,U.S.A.,3.0
1870,Pascha,Peru,2.5
1871,Pascha,Peru,2.75
1872,Patric,U.S.A.,4.0
1874,Patric,U.S.A.,3.5
1876,Patric,U.S.A.,3.75
1878,Paul Young,U.K.,2.25
1879,Paul Young,U.K.,2.75
1880,Peppalo,U.S.A.,3.0
1881,Perrenial,U.S.A.,3.0
1882,Petite Patrie,Canada,3.25
1883,Pierre Marcolini,Belgium,4.0
1884,Pierre Marcolini,Belgium,3.0
1885,Pierre Marcolini,Belgium,3.75
1889,Pierre Marcolini,Belgium,3.5
1893,Pierre Marcolini,Belgium,3.25
1900,Piety and Desire,U.S.A.,3.0
1901,Piety and Desire,U.S.A.,3.5
1903,Pinellas,U.S.A.,2.5
1904,Pitch Dark,U.S.A.,3.25
1905,Pitch Dark,U.S.A.,2.5
1907,Pitch Dark,U.S.A.,3.5
1909,Pitch Dark,U.S.A.,2.75
1913,Pollinator,U.S.A.,3.0
1915,Pollinator,U.S.A.,3.25
1916,Pomm (aka Dead Dog),U.S.A.,2.5
1917,Pomm (aka Dead Dog),U.S.A.,2.75
1918,Poppy and Peep,U.S.A.,2.75
1919,Poppy and Peep,U.S.A.,3.0
1921,Potomac,U.S.A.,3.75
1922,Potomac,U.S.A.,3.5
1923,Potomac,U.S.A.,3.0
1924,Potomac,U.S.A.,2.75
1928,Potomac,U.S.A.,4.0
1931,Pralus,France,3.75
1932,Pralus,France,3.0
1936,Pralus,France,3.5
1938,Pralus,France,4.0
1940,Pralus,France,2.0
1944,Pralus,France,3.25
1956,Primo Botanica,U.S.A.,3.25
1958,Public Chocolatory,South Korea,2.75
1959,Pump Street Bakery,U.K.,2.75
1960,Pump Street Bakery,U.K.,3.0
1961,Pump Street Bakery,U.K.,3.25
1963,Pump Street Bakery,U.K.,3.5
1967,Pump Street Bakery,U.K.,3.75
1969,Pura Delizia,Italy,2.75
1970,Pura Delizia,Italy,3.5
1971,Pura Delizia,Italy,3.25
1974,Pura Delizia,Italy,3.75
1975,Q Chocolate,Brazil,3.0
1976,Q Chocolate,Brazil,3.25
1978,Q Chocolate,Brazil,3.5
1979,Q Chocolate,Brazil,2.75
1981,Qantu,Canada,3.0
1982,Qantu,Canada,3.75
1983,Qantu,Canada,3.5
1984,Qantu,Canada,4.0
1986,Quetzalli (Wolter),Mexico,2.75
1987,Quetzalli (Wolter),Mexico,3.0
1988,Raaka,U.S.A.,3.5
1989,Raaka,U.S.A.,3.25
1990,Raaka,U.S.A.,2.75
1991,Raaka,U.S.A.,3.0
1994,Rain Republic,Guatemala,2.75
1995,Rancho San Jacinto,Ecuador,3.0
1996,Ranger,U.S.A.,2.5
1997,Ranger,U.S.A.,3.25
1998,Ranger,U.S.A.,3.5
2000,Raoul Boulanger,France,3.25
2001,Raphio,U.S.A.,3.75
2003,Raphio,U.S.A.,3.5
2007,Raw Cocoa,Poland,2.5
2008,Republica del Cacao (aka Confecta),Ecuador,3.0
2009,Republica del Cacao (aka Confecta),Ecuador,3.5
2010,Republica del Cacao (aka Confecta),Ecuador,3.75
2011,Republica del Cacao (aka Confecta),Ecuador,2.5
2012,Republica del Cacao (aka Confecta),Ecuador,3.25
2013,Ritual,U.S.A.,3.5
2014,Ritual,U.S.A.,4.0
2015,Ritual,U.S.A.,3.25
2017,Ritual,U.S.A.,3.75
2018,Ritual,U.S.A.,3.0
2026,River-Sea,U.S.A.,3.0
2027,River-Sea,U.S.A.,2.5
2029,Roasting Masters,South Korea,3.25
2032,Robert (aka Chocolaterie Robert),Madagascar,3.25
2034,Rococo (Grenada Chocolate Co.),U.K.,3.5
2035,Rogue,U.S.A.,2.75
2037,Rogue,U.S.A.,3.0
2039,Rogue,U.S.A.,3.5
2040,Rogue,U.S.A.,3.75
2045,Rogue,U.S.A.,4.0
2049,Rogue,U.S.A.,3.25
2051,Rozsavolgyi,Hungary,3.5
2052,Rozsavolgyi,Hungary,2.5
2054,Rozsavolgyi,Hungary,2.75
2056,Rozsavolgyi,Hungary,2.25
2058,Rozsavolgyi,Hungary,3.75
2060,Ruket,Italy,2.75
2061,Ruket,Italy,3.0
2062,Ruket,Italy,3.5
2065,S.A.I.D.,Italy,3.5
2066,S.A.I.D.,Italy,1.5
2067,S.A.I.D.,Italy,3.0
2070,Sacred,U.S.A.,2.75
2071,Sacred,U.S.A.,3.25
2072,Salgado,Argentina,3.5
2076,San Jose,Ecuador,3.25
2077,Santander (Compania Nacional),Colombia,2.0
2078,Santander (Compania Nacional),Colombia,3.0
2079,Santander (Compania Nacional),Colombia,3.75
2080,Santander (Compania Nacional),Colombia,2.75
2082,Santome,France,2.75
2083,Scharffen Berger,U.S.A.,2.0
2084,Scharffen Berger,U.S.A.,3.5
2087,Scharffen Berger,U.S.A.,3.0
2090,Scharffen Berger,U.S.A.,3.75
2094,Scharffen Berger,U.S.A.,4.0
2100,Seaforth,U.K.,2.75
2102,Seahorse,U.S.A.,2.75
2103,Seahorse,U.S.A.,3.25
2104,Seahorse,U.S.A.,3.0
2106,Seahorse,U.S.A.,3.5
2111,Shane Chocolate Works,U.S.A.,3.5
2112,Shane Chocolate Works,U.S.A.,3.0
2114,Shark Mountain,U.S.A.,3.0
2115,Shark Mountain,U.S.A.,3.25
2117,Shark Mountain,U.S.A.,3.5
2118,Shark Mountain,U.S.A.,2.75
2120,Shark's,U.S.A.,2.0
2121,Shark's,U.S.A.,2.5
2122,Shattell,Peru,3.5
2123,Shattell,Peru,3.25
2124,Sibu,Costa Rica,3.25
2125,Sibu,Costa Rica,3.5
2126,Sibu Sura,U.S.A.,2.5
2127,Sierra Sagrada,Colombia,3.5
2128,Silvio Bessone,Italy,3.0
2129,Silvio Bessone,Italy,3.25
2132,Sirene,Canada,3.75
2135,Sirene,Canada,3.0
2138,Sirene,Canada,3.25
2140,Sirene,Canada,3.5
2146,Sjolinds,U.S.A.,2.75
2147,Sjolinds,U.S.A.,3.0
2148,"Smooth Chocolator, The",Australia,3.25
2149,"Smooth Chocolator, The",Australia,3.5
2150,"Smooth Chocolator, The",Australia,3.75
2152,"Smooth Chocolator, The",Australia,4.0
2153,"Smooth Chocolator, The",Australia,2.75
2155,"Smooth Chocolator, The",Australia,3.0
2165,Snake & Butterfly,U.S.A.,3.0
2166,Snake & Butterfly,U.S.A.,3.25
2167,Snake & Butterfly,U.S.A.,1.5
2168,Soeka,Netherlands,3.25
2169,Soklet,India,2.75
2170,Sol Cacao,U.S.A.,3.0
2171,Sol Cacao,U.S.A.,3.5
2172,Solkiki,U.K.,2.75
2174,Solkiki,U.K.,2.5
2175,Solomons Gold,New Zealand,3.25
2177,Solstice,U.S.A.,3.0
2179,Solstice,U.S.A.,3.25
2181,Solstice,U.S.A.,3.5
2186,Soma,Canada,3.0
2187,Soma,Canada,3.5
2190,Soma,Canada,3.75
2193,Soma,Canada,2.75
2195,Soma,Canada,4.0
2199,Soma,Canada,3.25
2243,Somerville,U.S.A.,3.25
2244,Somerville,U.S.A.,3.5
2245,Soul,Canada,3.25
2248,Soul,Canada,3.5
2251,Spagnvola,U.S.A.,3.0
2253,Spagnvola,U.S.A.,3.25
2254,Spencer,Australia,2.75
2255,Spencer,Australia,3.5
2256,Spencer,Australia,3.75
2258,Spencer,U.S.A.,2.75
2259,Spencer,U.S.A.,3.5
2260,Spencer,U.S.A.,3.75
2261,Spinnaker,U.S.A.,3.25
2262,Spinnaker,U.S.A.,3.5
2264,Sprungli (Felchlin),Switzerland,3.0
2265,SRSLY,U.S.A.,3.0
2266,SRSLY,U.S.A.,2.25
2267,Standout,Sweden,3.25
2268,Standout,Sweden,3.5
2270,Starchild,U.S.A.,3.0
2275,Stella (aka Bernrain),Switzerland,3.25
2276,Stella (aka Bernrain),Switzerland,2.75
2277,Stone Grindz,U.S.A.,3.5
2279,Stone Grindz,U.S.A.,2.5
2280,StRita Supreme,U.S.A.,2.5
2282,StRita Supreme,U.S.A.,2.75
2283,Sublime Origins,U.S.A.,2.75
2284,Sublime Origins,U.S.A.,3.25
2285,Summerbird,Denmark,2.5
2286,Summerbird,Denmark,3.0
2287,Suruca Chocolate,Venezuela,2.75
2288,Suruca Chocolate,Venezuela,3.0
2289,Svenska Kakaobolaget,Sweden,2.75
2291,sweet beans,U.S.A.,3.0
2293,sweet beans,U.S.A.,3.5
2294,sweet beans,U.S.A.,3.75
2295,Sweet Escalier,Japan,3.25
2296,Sweet Escalier,Japan,2.75
2297,Sweet Escalier,Japan,3.0
2298,Sweet Escalier,Japan,2.5
2300,Sweetness,Canada,3.25
2301,Sweetness,Canada,3.0
2303,Szanto Tibor,Hungary,3.0
2304,Szanto Tibor,Hungary,3.25
2306,Szanto Tibor,Hungary,3.75
2307,Szanto Tibor,Hungary,3.5
2318,Tabal,U.S.A.,2.75
2320,Tabal,U.S.A.,2.5
2321,Tabal,U.S.A.,3.0
2322,Tablette (aka Vanillabeans),Japan,3.0
2323,Tablette (aka Vanillabeans),Japan,3.25
2325,Tablette (aka Vanillabeans),Japan,2.75
2326,Tala,Vietnam,2.75
2327,Tala,Vietnam,3.0
2328,Tan Ban Skrati,Suriname,3.25
2329,Taste Artisan,U.S.A.,3.0
2330,Taste Artisan,U.S.A.,3.25
2331,Taste Artisan,U.S.A.,4.0
2332,Taste Artisan aka Coleman and Davis,U.S.A.,3.0
2333,Taucherli,Switzerland,3.0
2334,Taucherli,Switzerland,3.25
2335,Taylor Made,U.S.A.,2.75
2336,Taza,U.S.A.,3.0
2337,Taza,U.S.A.,2.75
2338,Taza,U.S.A.,3.25
2340,TCHO,U.S.A.,2.5
2342,TCHO,U.S.A.,2.75
2345,TCHO,U.S.A.,3.0
2346,TCHO,U.S.A.,3.25
2347,TCHO,U.S.A.,2.0
2348,Tejas,U.S.A.,2.75
2349,Tejas,U.S.A.,3.0
2351,Tejas,U.S.A.,3.5
2352,Tejas,U.S.A.,3.25
2353,Tejas,U.S.A.,2.0
2362,Terroir,U.S.A.,3.25
2363,Terroir,U.S.A.,3.75
2365,Terroir,U.S.A.,2.75
2369,Terroir,U.S.A.,3.5
2371,Terroir,U.S.A.,3.0
2374,The Barn,Sweden,3.0
2375,Theo,U.S.A.,3.5
2376,Theo,U.S.A.,2.5
2377,Theo,U.S.A.,3.0
2378,Theo,U.S.A.,2.0
2380,Theo,U.S.A.,3.25
2381,Theobroma,Japan,3.25
2382,Thistle & Rose aka Aggie USU,U.S.A.,3.5
2383,Tibito,Colombia,3.0
2384,Tibito,Colombia,3.25
2385,Timo A. Meyer,Germany,3.75
2386,Tiny House,U.S.A.,2.75
2387,To'ak,Ecuador,3.25
2388,To'ak (Ecuatoriana),Ecuador,3.25
2389,Tobago Estate (Pralus),France,4.0
2390,Tocoti,U.S.A.,2.75
2391,Tocoti,U.S.A.,3.0
2393,Tosier,U.K.,3.0
2394,Tosier,U.K.,3.5
2395,Tosier,U.K.,2.75
2397,Tree to Bar,South Korea,3.5
2398,Treehouse,U.S.A.,3.0
2399,Treehouse aka Indaphoria,U.S.A.,3.25
2400,Treehouse aka Indaphoria,U.S.A.,2.75
2401,Triangle Roasters,U.S.A.,3.25
2403,Triangle Roasters,U.S.A.,3.75
2405,Tribar,Peru,3.0
2406,Tribar,Peru,3.5
2407,Tribe,Canada,3.0
2408,Tribe,Canada,2.75
2410,Tsara (Cinagra),Madagascar,3.5
2411,twenty-four blackbirds,U.S.A.,2.75
2412,twenty-four blackbirds,U.S.A.,3.25
2413,twenty-four blackbirds,U.S.A.,2.5
2414,twenty-four blackbirds,U.S.A.,3.5
2418,Two Ravens,U.S.A.,3.0
2419,Un Dimanche A Paris,France,3.75
2420,Uncouth,Canada,2.75
2421,Uncouth,Canada,3.0
2422,Uncouth,Canada,3.25
2423,Undone,U.S.A.,2.75
2424,Undone,U.S.A.,3.0
2425,Upchurch,U.S.A.,3.0
2426,Upchurch,U.S.A.,3.25
2427,Urzi,Italy,3.25
2428,Utopick,Spain,3.75
2430,Vaka,Canada,3.5
2431,Valrhona,France,3.0
