,review_date,rating,ingredients,characteristics
449,2016,3.25,"3- B,S,C","dairy, chocolate, mild fruit"
450,2021,3.25,"4- B,S,C,L","spice, oats, nutty, fatty"
451,2021,3.25,"4- B,S,C,L","spice, honey, fatty"
452,2021,3.5,"4- B,S,C,L","single note of cocoa, fatty"
453,2021,3.75,"4- B,S,C,L","cocoa base, fruit, creamy"
454,2008,2.0,"4- B,S,C,L","grainy, intense, bitter"
455,2008,2.5,"4- B,S,C,L","perfume, chemical off note"
456,2008,2.75,"4- B,S,C,L","crumbly, cinamon"
457,2008,3.0,"4- B,S,C,L","sweet, floral, yogurt"
458,2008,3.25,"4- B,S,C,L","sticky, sweet, grassy"
459,2008,3.5,"4- B,S,C,L","sandy, sweet, spicy"
460,2014,3.5,"3- B,S,C","mild smoke, melon"
461,2014,3.75,"3- B,S,C","tart, malt, mild smoke"
462,2021,3.0,"3- B,S,C","burnt blueberry, off"
463,2021,3.25,"3- B,S,C","unusually tart, nutty"
464,2021,3.25,"3- B,S,C","intense, cooked black licorice"
465,2021,3.25,"3- B,S,C","strong tobacco, grassy"
466,2012,3.0,"2- B,S","fatty, woody, coffee"
467,2012,2.75,"2- B,S","fatty, fruit, muted"
468,2015,3.5,"3- B,S,C","woody, spicy, tobacco"
469,2015,3.25,"2- B,S","floral, earthy, acidic"
470,2015,3.5,"2- B,S","acidic, astringent, spicy"
471,2016,3.0,"3- B,S,C","sweet, marshmallow"
472,2016,3.25,"3- B,S,C","nutty, grain, late choco"
473,2016,3.25,"3- B,S,C","mild smoke, sweet edge"
474,2016,3.5,"3- B,S,C","overly sweet, mild spice"
475,2016,3.5,"3- B,S,C","sweet, grassy, nutty"
476,2018,2.0,"2- B,S","off notes, vanilla"
477,2019,3.0,"2- B,S","sandy, intense, sweet, rich"
478,2019,3.25,"2- B,S","molasses, rich, vegetal"
479,2013,3.0,"3- B,S,C","sandy, tobacco, molasses"
480,2013,3.5,"2- B,S","sandy, mild intensity, fruit"
481,2013,2.5,"3- B,S,C","sandy, fruity, acidic, metallic"
482,2013,3.25,"3- B,S,C","sandy, nutty, cocoa"
483,2013,3.25,"3- B,S,C","sandy, molasses, spice"
484,2013,2.75,"3- B,S,C","molasses, cocoa"
485,2013,3.0,"3- B,S,C",mild metallic and spice
486,2014,3.5,"3- B,S,C","caramel, molasses, fruit"
487,2014,3.5,"3- B,S,C","caramel, sweet, delicate"
488,2014,2.75,"3- B,S,C","soapy, earthy"
489,2015,3.5,"3- B,S,C","roasty, black pepper, nutty"
490,2015,3.75,"3- B,S,C","med roast, grassy, dried fruit"
491,2015,3.5,"3- B,S,C","nutty, floral, roasty"
492,2016,4.0,"3- B,S,C","bright fruit, molasses, nutty"
493,2017,3.25,"2- B,S","nutty, roasty, caramel"
494,2019,3.75,"3- B,S,C","smooth, caramel, dried fruit"
495,2019,3.5,"3- B,S,C","smooth, mellow, floral"
496,2021,4.0,"3- B,S,C","complex, strawberry, floral"
497,2021,4.0,"3- B,S,C","mild strawberry, cocoa, acidic"
498,2022,3.0,"3- B,S,C","bitter, fatty, woodsy"
499,2022,2.75,"3- B,S,C","tart, bitter, astringent"
500,2022,2.5,"3- B,S,C","grassy, fatty, bittersweet"
501,2014,2.5,"3- B,S,C","burnt rubber, leather"
502,2014,2.75,"3- B,S,C","mild fruit, off notes"
503,2014,2.75,"3- B,S,C","nutty, roasty, smokey"
504,2014,3.0,"3- B,S,C","creamy, woody, slight cherry"
505,2009,2.75,"3- B,S,C","sticky, mild mint, bitter"
506,2014,2.75,"3- B,S,C","sandy, roasty, coffee"
507,2021,3.0,"3- B,S,C","cherry, sour milk, brownie"
508,2021,3.0,"3- B,S,C","vanilla, sour, bubblegum"
509,2021,3.25,"3- B,S,C","dominate grape, plastic off note"
510,2017,3.0,"2- B,S","dark roast, rich cocoa"
511,2018,3.5,"3- B,S,C","butter, roasty, cocoa, nutty"
512,2016,3.25,"3- B,S,C","slightly metallic, woody, berry"
513,2008,3.0,"3- B,S,C","dry, sandy, cocoa"
514,2010,2.75,"3- B,S,C","very sweet, very spicey"
515,2014,3.5,"3- B,S,C","green, leafy"
516,2018,3.0,"3- B,S,C","spicy, chocolatey, atypical"
517,2019,3.5,"3- B,S,C","sl. chalky, floral, pure"
518,2021,3.25,"3- B,S,C","early fruit, earthy, alcohol"
519,2021,3.25,"3- B,S,C","dried fruit, banana, sweet, vanilla"
520,2011,3.5,"3- B,S,C","cocoa, subtle peanut butter"
521,2015,3.25,"3- B,S,C","floral, earthy"
522,2014,3.0,"2- B,S","bland, mild choco & leather"
523,2014,3.25,"2- B,S","powdery, bland, mild choco"
524,2015,2.75,"2- B,S","roasty, sour milk, off note"
525,2015,3.5,"2- B,S","high roast, banana raspberry"
526,2019,2.5,"3- B,S,C","grassy, rubbery"
527,2019,3.25,"3- B,S,C","chunky, spicy, rubbery"
528,2015,2.5,"2- B,S","flat, metallic, floral"
529,2015,2.75,"2- B,S","flat, floral, medicinal"
530,2015,2.5,"2- B,S","spicy, earthy off notes"
531,2019,3.0,"2- B,S","sugar dominates, molasses"
532,2011,3.75,"2- B,S","mild, fruity then nutty"
533,2011,3.75,"2- B,S","mild, earthy, grassy"
534,2016,2.5,"2- B,S*","sticky, bitter, molasses, tart"
535,2016,2.5,"2- B,S*","sticky, coconut, sour, bitter"
536,2016,2.5,"2- B,S","gritty, molasses, earthy"
537,2016,2.75,"2- B,S","roasty, cocoa, molasses"
538,2016,3.0,"2- B,S","gritty, sweet, molasses"
539,2016,3.0,"2- B,S","sandy, rich, roasty, earthy"
540,2016,3.0,"2- B,S","gritty, nutty, caramel"
541,2016,3.25,"2- B,S","molasses, tart, floral"
542,2016,2.75,"2- B,S","nutty, roasty, bitter"
543,2014,2.75,"3- B,S*,C","unrefined, odd, vegetal"
544,2015,3.25,"3- B,S,C","earthy, coffee, mild, tang"
545,2015,3.5,"3- B,S,C","bold, rich cocoa, coffee"
546,2015,3.75,"3- B,S,C","nuts, coffee, peanut butter"
547,2012,2.5,"3- B,S,C","sandy, fruity, burnt"
548,2012,2.75,"3- B,S,C","sandy, sweet, cocoa"
549,2012,3.25,"3- B,S,C","tart, bright fruit, sour coffee"
550,2013,3.75,"2- B,S","intense orange, floral notes"
551,2015,3.75,"3- B,S,C","floral, orange, cocoa"
552,2015,3.75,"2- B,S","mild bitter, fruit, spice"
553,2021,2.75,"3- B,S,C","nutty, mild dried fruit, sandy, off"
554,2018,3.25,"3- B,S,C","spicy, banana"
555,2019,3.0,"3- B,S,C","nutty, honey, grassy"
556,2014,2.5,"4- B,S,C,V","fatty, vanilla, mass market"
557,2018,2.5,"3- B,S,C","sandy, tart, ham, sweet"
558,2018,2.75,"2- B,S","high astringent, fruit, roasty"
559,2018,2.75,"2- B,S","sandy, sweet"
560,2015,3.0,"3- B,S,C","coarse, vegetal, nibby"
561,2011,3.25,"3- B,S,C","rustic,sweet, brownie, banana"
562,2016,3.25,"3- B,S,C","grainy, sweet, whole bean"
563,2021,3.25,"2- B,S","melon, mild spice, cocoa"
564,2021,3.5,"2- B,S",full flavor w/ dominant roast
565,2021,3.25,"2- B,S","hazelnut, bold, strong roast"
566,2007,2.5,"4- B,S,C,L","earthy, floral, mild bitter"
567,2007,2.5,"4- B,S,C,L","sweet, cardboard"
568,2007,3.0,"4- B,S,C,L","sweet, marshmallow"
569,2008,3.5,"4- B,S,C,L","long lasting, cocoa base"
570,2009,3.25,"4- B,S,C,L","chewy, fudge-like, perfume"
571,2009,3.25,"4- B,S,C,L","oily, grassy, minty"
572,2010,3.25,"4- B,S,C,L","earthy, sweet"
573,2010,3.5,"4- B,S,C,L","spicey, cocoa"
574,2015,2.5,"2- B,S","coarse, sweet, sour, leathery"
575,2015,2.5,"2- B,S","gritty, mild bitter, off notes"
576,2009,2.5,"4- B,S,C,V","dry, ashey, medicinal"
577,2009,2.75,"4- B,S,C,V","fatty, cigarette butt, coffee"
578,2009,3.0,"4- B,S,C,V","oily, muted, fruity"
579,2009,3.0,"4- B,S,C,V","roasty, tart, slight burnt"
580,2009,3.0,"4- B,S,C,V","slow, fatty, subdued, nutty"
581,2020,3.75,"2- B,S","mild lemon, cocoa, crisp nibs"
582,2020,4.0,"2- B,S","cherry, perfectly balanced roast"
583,2020,3.5,"2- B,S","rich, raisiny, molasses"
584,2020,3.75,"2- B,S","fruity, honey, cocoa, roasty"
585,2021,3.5,"2- B,S","roasty, cocoa, sandy, coffee AT"
586,2021,3.75,"2- B,S","hint of lemon, classic brownie"
587,2013,2.75,"4- B,S,V,L","gritty, sweet, hot cocoa"
588,2018,2.75,"2- B,S","sweet, sandy, spicy"
589,2018,3.75,"3- B,S,C","bold, spice, hit of anise"
590,2019,3.75,"3- B,S,C","smooth, spicy, cocoa"
591,2019,3.25,"3- B,S,C","cocoa, woody, basic"
592,2019,3.5,"3- B,S,C","rich cocoa, floral, acidic"
593,2019,3.5,"3- B,S,C","basic cocoa,mild fruit, sweet"
594,2019,4.0,"3- B,S,C","creamy, dried fruit, nutty"
595,2019,3.0,"3- B,S,C","roasty, hammy, nutty"
596,2011,3.75,"3- B,S,C","oily, citrus, orange"
597,2009,3.0,"5- B,S,C,V,L","sweet, peanut butter"
598,2010,2.75,"3- B,S,C","red berry, bitter, roasty, sour"
599,2008,3.0,"3- B,S,C","bitter, light lime, sour"
600,2008,3.75,"3- B,S,C","dry, sandy, cocoa, coffee"
601,2008,1.0,"3- B,S,C","chalky, musty, very bitter"
602,2010,3.75,"2- B,S","short,mild cocoa, mild fruit"
603,2021,3.5,"3- B,S,C","spice, earthy, honey, sour"
604,2021,3.5,"3- B,S,C","blueberry, sweet edge, pure"
605,2015,3.5,"2- B,S","creamy, floral, bourbon"
606,2020,3.5,"3- B,S,C","balanced, anise, creamy"
607,2019,2.25,"4- B,S,C,V","raw, dirty, metallic, dry"
608,2021,3.0,"3- B,S,C","molasses, dried fruit, tart, off"
609,2021,3.25,"2- B,S","Rich cocoa, tart, papery"
610,2021,3.25,"3- B,S,C","sweet, cocoa, cardboard off"
611,2008,2.75,"3- B,S,C","very sour, mildly bitter"
612,2008,3.25,"3- B,S,C","dry, coffee, sour"
613,2008,3.75,"3- B,S,C","minty, nutty, nutmeg"
614,2008,2.75,"3- B,S,C","slightly burnt, mildly bitter"
615,2010,3.25,"3- B,S,C",cocoa then roasted nut
616,2015,3.5,"2- B,S","bold, roasty, sticky, brownie"
617,2016,2.75,"2- B,S","woody, nutty, off sour note"
618,2021,3.25,"3- B,S,C","spicy, vanilla, sweet, cocoa"
619,2021,2.5,"3- B,S,C","cocoa, grass, off notes"
620,2021,2.5,"3- B,S,C","off, harsh, dirty, chemical"
621,2021,3.5,"3- B,S,C","cocoa, mild fruit"
622,2007,3.0,"3- B,S,C","creamy, woodsy, cocoa"
623,2008,3.0,"3- B,S,C","intense, tangy, berry, sour"
624,2008,3.0,"3- B,S,C","lemon, sour, slight metallic"
625,2009,3.0,"3- B,S,C","creamy, buttery, non descript"
626,2009,3.25,"3- B,S,C","woodsy, nutty"
627,2009,3.5,"3- B,S,C","slow, less intense berry, nutty"
628,2009,3.75,"3- B,S,C","dark berry, winey"
629,2010,3.25,"3- B,S,C",coffee and cocoa
630,2010,3.0,"3- B,S,C","fruity, bland"
631,2010,2.5,"3- B,S,C","harsh aroma, melon floral,off"
632,2010,3.0,"3- B,S,C","dry, spicy, woody"
633,2010,3.25,"3- B,S,C","oily, fatty, rum"
634,2010,3.25,"3- B,S,C","oily, coffee"
635,2012,3.5,"3- B,S,C","silky, minty"
636,2012,1.5,"3- B,S,C",high intensity bitter
637,2012,3.75,"3- B,S,C","creamy, nutty, cocoa"
638,2012,3.5,"3- B,S,C","sandy, sweet, tart red berry"
639,2013,3.25,"4- B,S,C,L","oily, fragrant, spciy"
640,2017,3.75,"3- B,S,C","oily, rich cocoa, nutty"
641,2006,1.0,"3- B,S,C",this is not chocolate
642,2012,3.25,"3- B,S,C","spice, roasty, off fatty note"
643,2012,3.25,"3- B,S,C","sandy, sweet, smokey"
644,2012,3.25,"3- B,S,C","acidic, sweet, cucumber"
645,2012,3.25,"3- B,S,C","sandy, sweet, spicy, roasty"
646,2012,3.5,"3- B,S,C","sandy, sweet, nutty"
647,2014,2.5,"3- B,S,C","true to sugar, molasses"
648,2014,2.75,"3- B,S,C",banana nut
649,2016,3.25,"3- B,S,C","oily, mild bitter, nutty, fruit"
650,2016,3.75,"3- B,S,C","creamy, complex, fruity"
651,2020,3.25,"2- B,S","deep cherry, earthy, rubbery"
652,2020,3.25,"2- B,S","nutty, citrus"
653,2020,3.5,"2- B,S","banana, spicy, grassy"
654,2020,3.25,"2- B,S","bold, black tea, floral, banana"
655,2021,3.75,"2- B,S","sticky, cocoa, honey"
656,2022,3.5,"2- B,S","sticky, mild molasses, mango"
657,2022,3.5,"2- B,S","mild molasses, creamy, caramel"
658,2022,3.0,"2- B,S","floral, mild molasses, astringent"
659,2020,3.5,"3- B,S,C",rich malt
660,2020,3.5,"3- B,S,C","raspberry, cocoa"
661,2020,3.25,"3- B,S,C","sandy, sweet, basic cocoa base"
662,2020,3.5,"3- B,S,C","raisins, honey, molassses"
663,2021,3.75,"2- B,S","deep cocoa, fruit, melon"
664,2011,3.25,"5- B,S,C,V,L","vanilla, banana, citrus"
665,2015,2.75,"3- B,S,C","sandy, candy like vanilla, off"
666,2017,2.75,"2- B,S","hammy, sour, astringent"
667,2015,3.0,"3- B,S,C","floral, sour, synthetic, off"
668,2015,3.5,"3- B,S,C","floral, banana"
669,2015,2.25,"3- B,S,C","off, pungent, intense"
670,2015,2.75,"3- B,S,C","oily, grapes, pungent"
671,2018,2.5,"4- B,S,C,L","sweet, vinegar"
672,2021,2.5,"4- B,S,C,L","harsh woody/green, cocoa base"
673,2021,3.0,"4- B,S,C,L","fresh fruit, sour cherry, roasty"
674,2021,3.5,"4- B,S,C,L","raisiny, slight anise, roasty"
675,2012,3.0,"2- B,S","dried fruit, tannic"
676,2012,3.25,"2- B,S","grassy, green, candy spice"
677,2012,3.75,"2- B,S","spicy, fudgey"
678,2013,2.75,"2- B,S","acidic, sour, cocoa"
679,2013,3.25,"2- B,S","licorice, sour, rich cocoa"
680,2013,3.5,"2- B,S","roasty, oreo shell, coffee"
681,2013,3.5,"2- B,S","mild smoke, raspberry,cocoa"
682,2014,3.5,"2- B,S","heavy roast, blackberry"
683,2014,3.5,"2- B,S","gummy, nutty, bourbon"
684,2014,2.75,"2- B,S","roasty, spicy, nutty"
685,2014,3.75,"2- B,S","cherry, rich choco"
686,2015,3.0,"2- B,S","intense, roasty, coffee, raisin"
687,2016,3.75,"2- B,S","cherry, rich choco"
688,2017,3.0,"2- B,S","cocoa, sour, toffee, earthy"
689,2018,3.0,"2- B,S","vegetal, high astringency"
690,2018,3.25,"2- B,S","nutty, moderate acidity"
691,2018,3.5,"2- B,S","ripe orange, citrus"
692,2019,3.5,"2- B,S","green apple, sticky"
693,2021,3.5,"2- B,S","dairy, honey, cocoa"
694,2021,4.0,"2- B,S",distinct choco and graham
695,2021,3.25,"2- B,S","grape, pungent"
696,2021,3.5,"2- B,S","faint fruit, basic fudgey"
697,2021,2.75,"2- B,S","pungent, woody, choco pudding"
698,2021,2.75,"2- B,S","pungent, sour, tart, intense"
699,2021,3.25,"2- B,S","orange soda, sour"
700,2011,3.25,"2- B,S","grassy, fruity, brownie"
701,2011,3.25,"2- B,S","brownie, red berry"
702,2011,3.25,"2- B,S",cocoa flavor dominates
703,2021,3.0,"2- B,S","light caramel, sl. dry, earthy"
704,2009,3.0,"4- B,S,C,V","dark woody, plum, astringent"
705,2009,3.25,"4- B,S,C,V","wood, holiday spice, soap"
706,2011,3.5,"4- B,S,C,V","oily, dried fruit, vanilla"
707,2012,3.0,"4- B,S,C,V","gummy, fatty, caramel"
708,2012,3.75,"2- B,S",spicy
709,2012,3.75,"2- B,S","oily, toffee, hints of fruit"
710,2012,4.0,"2- B,S","sweet spice, floral"
711,2012,3.25,"2- B,S","nutty, ashey, spicy pepper"
712,2014,3.25,"4- B,S,C,V","fatty, sunflower, peanutbutter"
713,2016,2.75,"2- B,S","nut, tobacco, burnt, off notes"
714,2016,3.0,"2- B,S","raisins, astringent"
715,2016,3.25,"2- B,S","floral, licorice, roasty"
716,2019,3.0,"4- B,S,C,L","muted, creamy, grapes, fatty"
717,2019,3.25,"4- B,S,C,L","muted, creamy, basic cocoa"
718,2015,3.0,"3- B,S,C","sweet, strong sour, acidic"
719,2015,3.25,"3- B,S,C","roasty, nutty, sweet"
720,2015,3.0,"3- B,S,C","intense, sweet, brownie"
721,2015,3.25,"3- B,S,C","bold, floral, rum"
722,2016,3.25,"3- B,S,C","mild cherry, fatty"
723,2012,3.25,"4- B,S,C,L","nice melt, odd rubber notes"
724,2013,2.5,"4- B,S,C,L","vanilla, fatty, basic cocoa"
725,2013,2.75,"4- B,S,C,L","chalky, vanilla, caramel"
726,2013,2.75,"4- B,S,C,L","fatty, powdery, nut, sl. Burnt"
727,2015,3.5,"3- B,S,C","texture issues, brownie"
728,2015,3.5,"3- B,S,C","one dimensional, brownie"
729,2016,2.5,"3- B,S,C","high roast, intense, fatty"
730,2016,3.0,"3- B,S,C","high roast, fruit"
731,2007,2.5,"4- B,S,C,V","sandy, cloying, rich cocoa"
732,2007,3.0,"4- B,S,C,V","dark coffee, cocoa"
733,2007,3.0,"4- B,S,C,V","cinamon, nutmeg, coffee"
734,2007,3.0,"4- B,S,C,V","nutty, simple, sweet"
735,2007,3.0,"4- B,S,C,V","waxy, tobacco, smokey"
736,2007,3.0,"4- B,S,C,V","mild mint, basic cocoa"
737,2008,3.75,"4- B,S,C,V","fatty, rich cocoa, roasty"
738,2009,3.0,"4- B,S,C,V","smokey,chalky,berry,caramel"
739,2018,2.5,"2- B,S","metallic, dirt/ earthy"
740,2018,2.5,"2- B,S","dirty, floral, unrefined"
741,2018,3.0,"2- B,S","mild bitter, fatty, grassy"
742,2016,2.5,"2- B,S","vanilla, chemical, rubber"
743,2019,3.0,"2- B,S","smokey, roasty, acidic, rich"
744,2007,3.5,"2- B,S","red berry, lingering coffee"
745,2007,3.5,"2- B,S","sticky, woodsy, rum"
746,2008,2.75,"2- B,S","intense fruit, bitter ending"
747,2011,2.75,"2- B,S","sandy, flat, hint of berry"
748,2011,2.75,"2- B,S","sticky, very roasty, nutty"
749,2011,3.0,"2- B,S","earthy, tart, sour"
750,2011,3.25,"2- B,S","grassy, tea, late sour"
751,2012,2.75,"2- B,S","dry, mint, medicinal"
752,2013,3.25,"2- B,S","oily, black pepper, roasty"
753,2013,3.5,"2- B,S","butter, floral, rum"
754,2014,3.5,"2- B,S","mild fruit and spice, roasty"
755,2015,3.75,"2- B,S","sticky, rich, cherry"
756,2016,3.5,"2- B,S","tropical berry, intense"
757,2017,3.75,"2- B,S","blackberry, raisns"
758,2017,3.75,"2- B,S","sticky, roasty nibs, grapes"
759,2017,4.0,"2- B,S","well defined, creamy, cherry"
760,2018,3.75,"2- B,S","cocoa, tea, malt"
761,2019,4.0,"2- B,S","creamy, sticky, dried fruit"
762,2019,3.75,"2- B,S","sticky, dried fruit, toast, cocoa"
763,2020,3.5,"2- B,S","burnt honey, earthy"
764,2021,3.75,"2- B,S","sl. bitter, black licorice, dried fig"
765,2021,4.0,"2- B,S","dried fruit, fig, astringent, sticky"
766,2022,3.0,"3- B,S,C","sl sour, grassy, off, fatty"
767,2022,2.75,"3- B,S,C","peanut butter, dirty"
768,2022,2.75,"3- B,S,C","sweet, fatty, rancid"
769,2022,2.5,"3- B,S,C","earthy, astringent, metallic"
770,2019,2.75,"4- B,S,C,L","cocoa, raw, dirty, chemical"
771,2019,3.0,"4- B,S,C,L","complex, sweet, sour, grassy"
772,2019,2.5,"4- B,S,C,L","late cocoa, harsh, off notes"
773,2019,3.0,"4- B,S,C,L","bland, fatty, fruit"
774,2014,3.25,"3- B,S,C","mild cherry, earthy"
775,2014,3.25,"3- B,S,C","fatty, rasin, nutty"
776,2014,3.5,"3- B,S,C","nutty, caramel, toffee"
777,2015,3.0,"3- B,S,C","intense, spicy, floral"
778,2009,3.75,"3- B,S,C","creamy, nutty, fruity"
779,2006,1.5,"3- B,S,L","acidic, astringent, unpleasant"
780,2008,3.0,"3- B,S,L","sticky, floral"
781,2006,3.0,"2- B,S","long lasting, fruit"
782,2006,3.25,"2- B,S","floral, olive"
783,2006,3.5,"2- B,S","creamy, basic cocoa"
784,2007,4.0,"2- B,S","creamy, complex, coffee"
785,2007,3.25,"2- B,S","sticky, smoke, ham, earthy"
786,2007,3.25,"2- B,S","mild spice, licorice"
787,2007,3.5,"2- B,S","fruity, basic cocoa"
788,2007,3.5,"2- B,S","smooth, banana, cocoa"
789,2007,3.75,"2- B,S","creamy, smokey, tobacco"
790,2007,4.0,"2- B,S","creamy, nuts, woody, cocoa"
791,2007,4.0,"2- B,S","creamy, mint, tobacco, olive"
792,2008,3.0,"2- B,S","cucumber, hot spices"
793,2008,3.0,"2- B,S","creamy, woody, earthy"
794,2008,3.5,"2- B,S","sticky, grassy, coffee"
795,2008,3.75,"2- B,S","sticky, olive"
796,2010,3.0,"2- B,S","subtle, caramel, sour milk"
797,2011,3.5,"2- B,S","smooth, intense, smoke, nut"
798,2012,3.5,"2- B,S","sticky, nutty"
799,2012,3.75,"2- B,S","creamy, coffee, caramel"
800,2013,3.0,"3- B,S,C","smooth, fruit, coffee, bitter"
801,2015,3.75,"2- B,S","floral, well developed, creamy"
802,2015,3.75,"2- B,S","nutty, strawberry, creamy"
803,2018,4.0,"2- B,S","creamy, sticky, fruit"
804,2022,3.5,"2- B,S","grassy, herbal, tea"
805,2015,2.5,"3- B,S,C","burnt rubber, molasses"
806,2015,2.75,"3- B,S,C","bitter,molasses,marshmallow"
807,2015,2.75,"3- B,S,C","fruity, molasses"
808,2016,2.75,"3- B,S*,C","licorice, molasses, rubber"
809,2018,2.75,"3- B,S*,C",molasses notes from sugar
810,2018,3.5,"3- B,S*,C","near perfect shine, cocoa"
811,2018,3.5,"2- B,S*","molasses, fruit"
812,2021,3.25,"3- B,S,C",molasses notes dominate
813,2019,2.5,"2- B,S","dry, earthy, walnut"
814,2019,2.75,"2- B,S","dry, sour, sweet, mild fruit"
815,2019,3.0,"2- B,S","dry, cocoa, grassy, spicy"
816,2022,3.25,"2- B,S","tobacco, roasty, hint of fruit"
817,2022,2.75,"2- B,S","earthy, dirty"
818,2022,3.25,"2- B,S","rich brownie, roasty, coffee"
819,2010,3.5,"3- B,S,C",caramel and cocoa
820,2010,3.75,"3- B,S,C","rich cocoa, fruity, strong floral"
821,2010,2.5,"3- B,S,C","chalky, bread, dirt"
822,2010,3.75,"3- B,S,C","dark forest berry, spice"
823,2011,3.75,"3- B,S,C","dried fruit, grapes, sour"
824,2011,3.5,"3- B,S,C","heavy roast, woody, berry"
825,2011,3.0,"3- B,S,C","licorice, leathery"
826,2011,3.25,"3- B,S,C","intense, almond, coffee"
827,2011,3.5,"3- B,S,C",intense cocoa
828,2012,3.75,"3- B,S,C","creamy, nutty"
829,2014,3.5,"4- B,S,C,L","sandy, full bodied, spicy"
830,2014,3.75,"4- B,S,C,L","black pepper, rich, intense"
831,2015,4.0,"4- B,S,C,L","intense, spicy, butterscotch"
832,2017,2.75,"4- B,S,C,L",candy like off flavor
833,2018,3.25,"4- B,S,C,L","intense earthy, cocoa, roasty"
834,2019,3.5,"4- B,S,C,L","cocoa, honey, watery, sweet"
835,2021,3.5,"4- B,S,C,L","fruit, holiday spice"
836,2015,3.25,"2- B,S","coarse, earthy, mild banana"
837,2012,2.75,"3- B,S,C","fatty, muted"
838,2015,3.5,"3- B,S,C","sandy, orange, butterscotch"
839,2015,3.5,"3- B,S,C","fatty, roasty, intense brownie"
840,2015,3.25,"3- B,S,C","dates, acidic, rich cocoa"
841,2015,3.25,"3- B,S,C","cherry, earthy, tobacco"
842,2015,4.0,"3- B,S,C",blackberry and cinnamon
843,2018,4.0,"3- B,S,C","smoth, dense, grape"
844,2022,3.0,"3- B,S,C","accidental spicy (Kulfi?), burn"
845,2014,3.25,"3- B,S,C","waxy, spicy, tobacco"
846,2014,3.5,"3- B,S,C",ultra fruity
847,2014,3.75,"3- B,S,C","spicy, cocoa"
848,2016,3.25,"3- B,S,C","dried fruit, strong floral"
849,2016,3.25,"3- B,S,C","mild, dried fruit, chocolate"
850,2012,2.75,"3- B,S,C","buttery, burlap"
851,2019,3.5,"2- B,S","nutty, almond butter"
852,2016,3.0,"2- B,S","dry, gritty, cardboard, nutty"
853,2020,3.0,"2- B,S","molasses, red fruit, astringent"
854,2020,3.0,"2- B,S","cocoa, spice, alcohol, dirty"
855,2008,2.75,"4- B,S,C,L","lemon, tart, burnt, chemical"
856,2011,3.75,"4- B,S,C,L","nutty, rich, red berry"
857,2006,2.75,"5- B,S,C,V,L","gritty, chalky, earthy, sour"
858,2008,2.5,"5- B,S,C,V,L","sandy, banana, sour"
859,2008,2.5,"5- B,S,C,V,L","gritty, sweet, banana, smoke"
860,2008,3.0,"5- B,S,C,V,L","muted, cherry, banana"
861,2009,2.75,"5- B,S,C,V,L","very sweet, marshmallow"
862,2009,3.0,"5- B,S,C,V,L","sandy,bold,cherry,peanut butter"
863,2015,3.75,"5- B,S,C,V,L","spicy, caramel, vanilla"
864,2019,3.5,"3- B,S,C","cocoa, fig notes"
865,2022,3.5,"3- B,S,C","heavy roast, choco, coffee-like"
866,2022,3.25,"3- B,S,C","roasty, hammy, sour"
867,2022,3.5,"3- B,S,C","dried fruit, raisiny, mild roast"
868,2022,3.0,"3- B,S,C","fatty, floral, rum, roasty"
869,2022,3.0,"3- B,S,C","dominate roast, fruit then earthy"
870,2022,3.75,"3- B,S,C","simple, mild caramel, choco"
871,2013,2.75,"2- B,S","low refinement, too sweet"
872,2013,3.25,"2- B,S","sandy, tannic, earthy"
873,2015,3.0,"3- B,S,C","coarse, woody, roasty"
874,2015,3.5,"3- B,S,C","brownine, nutty"
875,2018,3.5,"2- B,S","simple, mild cocoa, fruit"
876,2018,3.5,"2- B,S","spicy, sweet,"
877,2018,3.25,"2- B,S","earthy, floral, cocoa"
878,2018,3.5,"2- B,S","fruity, roasty"
879,2016,3.25,"2- B,S","carrots, heavy roast"
880,2018,3.0,"2- B,S","intens, brownie, spicy, metal"
881,2019,2.5,"3- B,S,C","dirty, earthy, burnt, honey"
882,2019,3.0,"3- B,S,C","fruit, dirty"
883,2019,3.5,"3- B,S,C","muddy, raisins, nut, rubbery"
884,2010,3.25,"3- B,S,C","unrefined, crumbly, sweet"
885,2014,3.25,"3- B,S,C","spicy, green, long, intense"
886,2014,3.0,"3- B,S,C","mild bitter, smoke, hammy"
887,2014,3.25,"3- B,S,C","grit,smoke, wood, blackberry"
888,2008,3.0,"4- B,S,C,V","woody, cocoa"
889,2009,2.0,"4- B,S,C,V","sticky, slight plum, medicinal"
890,2009,3.5,"4- B,S,C,V","hazelnut, fruit, slight bitter"
891,2009,2.75,"4- B,S,C,V","sweet, vanilla, sticky"
892,2012,2.75,"4- B,S,C,V","nutty, ginger, off notes"
893,2021,3.0,"3- B,S,C","sweet, too few nibs, cocoa"
894,2021,3.5,"2- B,S","mild licorice, late mocha"
895,2011,2.5,"4- B,S,C,V","gritty,overyly sweet,fruit punch"
896,2011,2.5,"4- B,S,C,V","grits, very sweet, banana"
897,2011,2.5,"4- B,S,C,V","strong vanilla, strawberry, nut"
898,2011,2.75,"4- B,S,C,V","sweet, vanilla, mild banana"
899,2011,2.5,"4- B,S,C,V","gritty, sweet, vanilla, woody"
900,2014,3.0,"3- B,S,C","mild fruit, earthy"
901,2014,3.5,"3- B,S,C","spicy, roasty, mild bitter"
902,2014,3.75,"3- B,S,C","coarse, mild bitter, raisin"
